locus	num_taxa	tree_length	mean_bootstrap_support
OG0000026_3rr_1.inclade1.ortho6.pos12	25	4.7312	79.2
OG0000026_3rr_1.inclade1.ortho7.pos12	22	4.2563	85.7
OG0000027_2rr_1.inclade1.ortho2.pos12	37	3.7868	89.3
OG0000027_2rr_1.inclade1.ortho3.pos12	25	2.7225	89.8
OG0000028_1rr_1.inclade1.ortho1.pos12	34	12.7419	87.7
OG0000031_3rr_1.inclade1.ortho2.pos12	25	7.2081	80.0
OG0000033_1rr_1.inclade1.ortho1.pos12	27	5.4320	84.9
OG0000033_1rr_1.inclade1.ortho2.pos12	21	4.1376	80.9
OG0000033_1rr_1.inclade1.ortho3.pos12	35	5.3794	83.8
OG0000033_1rr_1.inclade1.ortho4.pos12	33	6.7019	91.0
OG0000034_1rr_1.inclade1.ortho1.pos12	23	1.3842	80.6
OG0000034_1rr_1.inclade1.ortho2.pos12	27	1.5496	77.7
OG0000034_1rr_1.inclade1.ortho3.pos12	32	4.5172	68.1
OG0000034_1rr_1.inclade1.ortho4.pos12	34	1.4863	78.4
OG0000034_1rr_1.inclade1.ortho5.pos12	21	0.9521	73.8
OG0000034_1rr_1.inclade1.ortho6.pos12	39	1.6039	72.5
OG0000034_1rr_1.inclade2.ortho1.pos12	44	2.1664	84.7
OG0000034_1rr_1.inclade3.ortho1.pos12	32	2.5133	78.4
OG0000034_1rr_1.inclade4.ortho1.pos12	40	3.2883	75.1
OG0000034_1rr_1.inclade5.ortho1.pos12	35	2.3185	81.9
OG0000034_1rr_1.inclade6.ortho1.pos12	40	2.5447	81.9
OG0000034_1rr_1.inclade7.ortho1.pos12	21	1.0312	76.2
OG0000034_1rr_1.inclade8.ortho1.pos12	27	1.4585	79.9
OG0000038_2rr_2.inclade2.ortho1.pos12	34	9.7501	92.4
OG0000048_3rr_1.unrooted-ortho.pos12	29	7.3110	79.6
OG0000048_6rr_1.inclade2.ortho1.pos12	35	11.4351	75.1
OG0000048_6rr_1.inclade3.ortho1.pos12	43	18.5880	88.2
OG0000048_6rr_1.inclade4.ortho1.pos12	23	15.2614	72.6
OG0000049_4rr_3.inclade1.ortho1.pos12	66	15.9760	89.2
OG0000049_4rr_3.inclade2.ortho1.pos12	31	8.3038	84.4
OG0000049_4rr_3.inclade3.ortho1.pos12	46	18.5371	90.6
OG0000054_2rr_1.inclade1.ortho1.pos12	35	6.3381	78.6
OG0000054_2rr_1.inclade1.ortho2.pos12	25	8.5424	78.0
OG0000055_5rr_1.inclade1.ortho2.pos12	28	9.4401	73.0
OG0000055_5rr_1.inclade1.ortho3.pos12	32	9.2818	86.3
OG0000055_5rr_1.inclade1.ortho4.pos12	23	7.1047	79.6
OG0000055_5rr_1.inclade3.ortho1.pos12	27	14.6383	83.8
OG0000057_1rr_1.inclade1.ortho1.pos12	22	8.9631	76.9
OG0000060_1rr_1.inclade1.ortho2.pos12	27	0.5057	65.7
OG0000060_1rr_1.inclade1.ortho3.pos12	54	0.4610	69.1
OG0000062_1rr_1.inclade1.ortho1.pos12	48	7.9361	88.2
OG0000062_1rr_1.inclade1.ortho2.pos12	35	6.2770	84.5
OG0000062_1rr_1.inclade1.ortho4.pos12	37	8.4094	86.5
OG0000063_2rr_1.inclade1.ortho1.pos12	50	9.0041	83.2
OG0000063_2rr_1.inclade1.ortho2.pos12	47	9.7367	86.4
OG0000063_2rr_1.inclade2.ortho1.pos12	25	5.3111	79.5
OG0000063_2rr_1.inclade2.ortho2.pos12	27	3.1545	86.5
OG0000063_2rr_1.inclade2.ortho3.pos12	23	2.1549	87.3
OG0000063_2rr_1.inclade2.ortho4.pos12	23	3.6051	92.4
OG0000063_2rr_1.inclade2.ortho6.pos12	42	6.6811	88.2
OG0000063_2rr_1.inclade3.ortho1.pos12	39	3.9073	88.6
OG0000064_1rr_1.inclade2.ortho2.pos12	32	5.2154	85.7
OG0000065_2rr_1.inclade2.ortho1.pos12	74	6.8106	76.7
OG0000065_2rr_1.inclade3.ortho1.pos12	51	5.6838	81.8
OG0000065_2rr_1.inclade4.ortho1.pos12	33	5.0393	83.9
OG0000065_2rr_1.inclade5.ortho1.pos12	61	4.9245	78.5
OG0000065_2rr_1.inclade8.ortho1.pos12	39	3.7732	76.5
OG0000065_2rr_1.inclade9.ortho1.pos12	26	3.0004	77.7
OG0000076_2rr_1.inclade2.ortho2.pos12	23	4.9474	87.1
OG0000076_2rr_1.inclade3.ortho1.pos12	37	8.9006	80.2
OG0000076_2rr_1.inclade4.ortho1.pos12	22	3.4997	86.8
OG0000077_1rr_1.inclade1.ortho1.pos12	24	6.7838	83.4
OG0000078_3rr_2.inclade2.ortho1.pos12	31	12.2263	82.6
OG0000081_1rr_2.inclade1.ortho1.pos12	34	3.4952	85.6
OG0000081_1rr_2.inclade1.ortho2.pos12	33	5.8501	82.9
OG0000081_1rr_2.inclade1.ortho3.pos12	30	13.3406	81.9
OG0000082_1rr_2.inclade1.ortho1.pos12	50	10.7447	87.2
OG0000083_1rr_1.inclade1.ortho1.pos12	28	5.9900	85.4
OG0000086_1rr_1.inclade1.ortho2.pos12	33	15.5999	85.1
OG0000091_3rr_1.inclade2.ortho1.pos12	39	4.7696	91.2
OG0000091_3rr_1.inclade3.ortho1.pos12	35	8.7221	87.4
OG0000096_3rr_1.inclade1.ortho1.pos12	26	5.5632	84.3
OG0000102_1rr_1.inclade1.ortho1.pos12	29	12.3313	78.1
OG0000102_3rr_1.inclade2.ortho1.pos12	21	4.2269	92.2
OG0000103_1rr_1.unrooted-ortho.pos12	30	5.3960	81.5
OG0000103_2rr_2.inclade2.ortho1.pos12	53	4.4155	88.1
OG0000103_2rr_2.inclade3.ortho1.pos12	62	4.6447	91.3
OG0000104_1rr_1.inclade1.ortho1.pos12	22	2.6653	80.3
OG0000104_1rr_1.inclade1.ortho4.pos12	35	4.4279	83.3
OG0000104_1rr_1.inclade1.ortho5.pos12	52	7.5043	89.6
OG0000104_1rr_1.inclade1.ortho6.pos12	44	8.3353	83.7
OG0000106_1rr_1.inclade1.ortho1.pos12	22	6.8691	84.5
OG0000106_1rr_1.inclade1.ortho2.pos12	30	5.1056	83.7
OG0000113_3rr_1.unrooted-ortho.pos12	24	6.6041	71.5
OG0000116_1rr_1.inclade1.ortho2.pos12	33	5.3708	82.8
OG0000116_1rr_1.inclade1.ortho3.pos12	31	4.5283	84.2
OG0000116_1rr_1.inclade2.ortho1.pos12	37	4.1476	81.9
OG0000117_1rr_1.inclade1.ortho2.pos12	22	5.5153	91.1
OG0000117_1rr_1.inclade1.ortho4.pos12	25	6.6507	78.7
OG0000117_1rr_1.inclade1.ortho5.pos12	36	11.1477	86.2
OG0000117_1rr_1.inclade1.ortho6.pos12	47	10.3130	88.2
OG0000119_1rr_1.inclade1.ortho4.pos12	24	5.3168	73.8
OG0000119_1rr_1.inclade1.ortho5.pos12	38	6.4726	86.7
OG0000119_1rr_1.inclade2.ortho1.pos12	46	9.7889	86.1
OG0000122_2rr_1.inclade1.ortho1.pos12	58	8.2773	84.1
OG0000122_2rr_1.inclade3.ortho1.pos12	42	6.7082	85.1
OG0000122_2rr_1.inclade4.ortho1.pos12	32	5.2602	83.9
OG0000122_2rr_1.inclade5.ortho1.pos12	41	6.7619	84.2
OG0000126_1rr_1.inclade1.ortho2.pos12	51	9.6302	86.3
OG0000126_1rr_1.inclade1.ortho3.pos12	24	2.4315	88.5
OG0000126_1rr_1.inclade1.ortho5.pos12	35	11.9035	86.6
OG0000126_1rr_1.inclade1.ortho6.pos12	43	7.5931	78.6
OG0000126_1rr_1.inclade2.ortho1.pos12	25	3.4383	89.8
OG0000126_1rr_1.inclade3.ortho1.pos12	37	5.1551	87.9
OG0000126_1rr_1.inclade4.ortho1.pos12	22	7.7521	78.7
OG0000127_2rr_3.inclade1.ortho1.pos12	25	5.7043	79.0
OG0000129_1rr_1.inclade1.ortho1.pos12	22	1.6468	67.5
OG0000129_1rr_1.inclade1.ortho2.pos12	35	0.6556	80.9
OG0000129_3rr_1.inclade1.ortho1.pos12	51	1.0055	74.8
OG0000129_3rr_1.inclade2.ortho1.pos12	41	2.8673	84.4
OG0000129_4rr_1.inclade1.ortho1.pos12	60	5.3871	85.2
OG0000130_1rr_1.inclade1.ortho1.pos12	68	6.1159	85.0
OG0000130_2rr_1.inclade1.ortho1.pos12	46	3.6779	80.7
OG0000130_2rr_1.inclade1.ortho2.pos12	24	1.0832	79.8
OG0000130_2rr_1.inclade1.ortho3.pos12	24	1.7605	80.6
OG0000131_1rr_1.unrooted-ortho.pos12	26	5.4451	88.8
OG0000131_2rr_1.inclade1.ortho1.pos12	35	12.0028	86.6
OG0000131_2rr_1.inclade1.ortho2.pos12	32	6.5144	90.4
OG0000131_2rr_1.inclade1.ortho3.pos12	43	14.0921	79.0
OG0000132_1rr_1.inclade1.ortho1.pos12	43	10.5891	76.8
OG0000132_1rr_1.inclade2.ortho1.pos12	33	6.1214	84.4
OG0000132_1rr_1.inclade3.ortho1.pos12	24	5.8446	79.7
OG0000132_1rr_1.inclade3.ortho2.pos12	23	2.6336	84.8
OG0000132_1rr_1.inclade4.ortho1.pos12	40	13.5213	79.9
OG0000133_1rr_1.inclade1.ortho1.pos12	31	4.1792	82.8
OG0000133_1rr_1.inclade1.ortho2.pos12	24	4.1073	84.4
OG0000133_1rr_1.inclade1.ortho5.pos12	54	16.7679	82.2
OG0000137_1rr_1.inclade2.ortho1.pos12	22	9.7203	90.1
OG0000138_1rr_1.inclade1.ortho2.pos12	23	3.0154	88.7
OG0000138_1rr_1.inclade1.ortho3.pos12	43	10.0714	85.3
OG0000138_1rr_1.inclade1.ortho4.pos12	29	3.5028	83.9
OG0000139_1rr_1.inclade1.ortho1.pos12	43	3.4325	81.2
OG0000141_2rr_1.unrooted-ortho.pos12	27	7.1852	80.6
OG0000143_2rr_1.unrooted-ortho.pos12	40	9.3248	87.1
OG0000143_4rr_2.inclade1.ortho1.pos12	36	8.7549	86.3
OG0000143_4rr_2.inclade2.ortho1.pos12	48	12.4167	82.1
OG0000146_2rr_1.inclade1.ortho1.pos12	61	12.3553	87.2
OG0000147_1rr_1.inclade1.ortho1.pos12	34	3.8909	90.3
OG0000147_1rr_1.inclade2.ortho1.pos12	23	3.3899	88.8
OG0000149_4rr_1.inclade1.ortho1.pos12	51	12.9267	78.9
OG0000149_5rr_1.inclade1.ortho1.pos12	47	9.2325	84.0
OG0000150_1rr_1.inclade1.ortho1.pos12	24	5.2512	80.7
OG0000150_1rr_1.inclade1.ortho2.pos12	30	5.5603	83.1
OG0000155_2rr_1.inclade1.ortho1.pos12	43	8.2606	84.6
OG0000156_2rr_1.unrooted-ortho.pos12	66	13.1387	89.6
OG0000156_3rr_2.inclade1.ortho1.pos12	44	6.3353	79.8
OG0000156_3rr_2.inclade2.ortho1.pos12	41	7.8286	85.1
OG0000157_1rr_1.inclade1.ortho2.pos12	25	5.6576	85.3
OG0000157_1rr_1.inclade1.ortho3.pos12	37	9.3780	94.0
OG0000158_4rr_2.inclade1.ortho1.pos12	24	7.0106	88.1
OG0000158_4rr_2.inclade1.ortho2.pos12	36	4.1937	87.8
OG0000162_1rr_1.inclade1.ortho1.pos12	40	7.3420	85.4
OG0000162_1rr_1.inclade1.ortho2.pos12	35	8.3399	85.7
OG0000164_1rr_2.inclade1.ortho1.pos12	29	6.2855	88.0
OG0000164_1rr_2.inclade1.ortho3.pos12	37	6.6215	82.3
OG0000164_1rr_2.inclade1.ortho5.pos12	46	16.3185	87.6
OG0000167_1rr_1.inclade1.ortho1.pos12	48	7.0101	86.4
OG0000167_1rr_1.inclade1.ortho3.pos12	30	5.9652	88.2
OG0000168_2rr_1.inclade1.ortho1.pos12	70	27.7339	84.9
OG0000168_3rr_1.inclade1.ortho2.pos12	23	1.6498	83.6
OG0000169_1rr_1.inclade1.ortho2.pos12	51	9.3160	83.8
OG0000176_3rr_1.unrooted-ortho.pos12	29	6.4367	86.2
OG0000177_1rr_1.unrooted-ortho.pos12	26	2.0951	71.9
OG0000177_2rr_1.inclade2.ortho1.pos12	43	2.7442	80.5
OG0000177_2rr_1.inclade2.ortho3.pos12	32	1.3551	90.2
OG0000183_1rr_1.inclade1.ortho1.pos12	71	5.2607	88.0
OG0000185_1rr_1.unrooted-ortho.pos12	24	8.3006	84.5
OG0000185_3rr_1.inclade1.ortho1.pos12	33	13.2968	83.4
OG0000185_3rr_1.inclade1.ortho2.pos12	44	15.1461	85.1
OG0000188_1rr_1.inclade1.ortho1.pos12	39	7.2532	81.9
OG0000188_1rr_1.inclade1.ortho2.pos12	26	2.0932	91.7
OG0000188_1rr_1.inclade1.ortho3.pos12	48	12.6844	85.6
OG0000188_1rr_1.inclade2.ortho1.pos12	26	3.1971	87.2
OG0000188_1rr_1.inclade2.ortho2.pos12	43	6.1489	87.4
OG0000189_1rr_1.inclade1.ortho2.pos12	22	0.9228	89.2
OG0000189_2rr_1.inclade1.ortho1.pos12	44	4.1773	91.6
OG0000189_2rr_1.inclade2.ortho2.pos12	22	0.2228	76.9
OG0000189_4rr_1.inclade1.ortho1.pos12	44	3.7093	86.1
OG0000190_1rr_1.inclade1.ortho1.pos12	40	8.9567	91.0
OG0000190_1rr_1.inclade1.ortho2.pos12	22	5.8647	75.2
OG0000190_1rr_1.inclade2.ortho1.pos12	32	13.2827	82.3
OG0000190_1rr_1.inclade3.ortho1.pos12	26	4.5508	87.2
OG0000192_2rr_2.unrooted-ortho.pos12	33	9.5522	76.4
OG0000192_2rr_3.unrooted-ortho.pos12	22	5.3251	84.3
OG0000195_1rr_1.inclade1.ortho1.pos12	34	1.6221	82.3
OG0000195_1rr_1.inclade1.ortho2.pos12	34	4.0292	81.3
OG0000195_1rr_1.inclade2.ortho1.pos12	49	10.2494	88.8
OG0000195_1rr_1.inclade3.ortho1.pos12	30	3.6062	85.4
OG0000195_1rr_1.inclade4.ortho1.pos12	32	4.3690	78.5
OG0000196_2rr_1.inclade1.ortho1.pos12	47	7.9138	87.8
OG0000197_2rr_1.inclade3.ortho1.pos12	24	1.8728	86.5
OG0000198_1rr_2.inclade1.ortho1.pos12	21	3.6244	88.6
OG0000198_1rr_2.inclade1.ortho2.pos12	50	7.8384	87.3
OG0000198_1rr_2.inclade1.ortho4.pos12	56	7.7752	89.1
OG0000199_2rr_2.inclade1.ortho1.pos12	32	9.0144	79.7
OG0000200_2rr_1.inclade1.ortho1.pos12	52	16.8918	71.8
OG0000203_1rr_1.inclade1.ortho1.pos12	25	5.9357	76.6
OG0000203_1rr_1.inclade2.ortho1.pos12	33	6.8679	84.6
OG0000205_1rr_1.inclade1.ortho4.pos12	46	18.3374	84.5
OG0000208_3rr_1.inclade1.ortho1.pos12	43	5.7427	87.3
OG0000211_2rr_2.inclade1.ortho1.pos12	52	12.3730	90.3
OG0000214_1rr_2.inclade1.ortho2.pos12	21	4.4094	79.7
OG0000216_1rr_1.inclade1.ortho1.pos12	35	7.6901	85.0
OG0000216_1rr_1.inclade2.ortho1.pos12	57	15.5222	84.9
OG0000216_1rr_1.inclade3.ortho1.pos12	38	9.0750	85.7
OG0000220_4rr_1.unrooted-ortho.pos12	30	7.8446	77.4
OG0000221_1rr_1.inclade1.ortho2.pos12	37	8.7008	88.1
OG0000221_1rr_1.inclade1.ortho3.pos12	41	12.6930	86.8
OG0000226_1rr_1.unrooted-ortho.pos12	28	2.9772	82.5
OG0000226_2rr_1.inclade1.ortho1.pos12	27	2.1552	86.1
OG0000226_2rr_1.inclade1.ortho2.pos12	45	4.7587	83.3
OG0000235_1rr_1.inclade1.ortho1.pos12	39	11.5811	88.2
OG0000236_2rr_1.inclade1.ortho1.pos12	31	4.8233	86.0
OG0000236_2rr_2.inclade1.ortho1.pos12	61	12.4746	88.9
OG0000237_1rr_1.unrooted-ortho.pos12	30	11.9352	84.7
OG0000237_3rr_1.unrooted-ortho.pos12	39	9.5719	88.1
OG0000241_2rr_1.inclade1.ortho1.pos12	25	4.0830	88.8
OG0000241_2rr_1.inclade1.ortho2.pos12	39	5.7101	92.0
OG0000241_2rr_1.inclade1.ortho3.pos12	52	10.6537	90.7
OG0000242_1rr_1.inclade1.ortho1.pos12	25	5.4629	81.6
OG0000243_1rr_1.inclade1.ortho2.pos12	22	3.7236	91.1
OG0000243_1rr_1.inclade1.ortho3.pos12	33	8.3910	84.6
OG0000244_1rr_3.inclade1.ortho1.pos12	52	7.0923	86.5
OG0000249_1rr_1.inclade1.ortho1.pos12	25	6.1028	83.0
OG0000249_1rr_1.inclade1.ortho2.pos12	45	8.4411	82.6
OG0000251_1rr_1.unrooted-ortho.pos12	40	8.4787	84.2
OG0000251_5rr_1.inclade1.ortho1.pos12	26	4.7331	91.2
OG0000252_1rr_1.unrooted-ortho.pos12	24	9.4367	86.8
OG0000253_3rr_1.inclade1.ortho1.pos12	30	1.8640	74.4
OG0000253_3rr_1.inclade1.ortho2.pos12	32	2.1312	86.6
OG0000254_1rr_1.inclade1.ortho1.pos12	47	12.1911	90.7
OG0000254_1rr_1.inclade1.ortho2.pos12	29	6.6136	81.7
OG0000255_1rr_1.inclade1.ortho1.pos12	22	8.6634	70.2
OG0000264_1rr_1.inclade1.ortho1.pos12	33	6.0725	83.0
OG0000264_1rr_1.inclade2.ortho1.pos12	31	6.6247	85.6
OG0000268_1rr_1.inclade1.ortho1.pos12	26	2.1170	85.2
OG0000268_1rr_1.inclade1.ortho2.pos12	27	1.4518	85.6
OG0000268_1rr_1.inclade1.ortho3.pos12	26	1.6975	86.6
OG0000268_1rr_1.inclade1.ortho4.pos12	45	4.6229	80.7
OG0000271_1rr_1.inclade1.ortho1.pos12	66	2.3927	72.3
OG0000271_2rr_1.inclade1.ortho1.pos12	64	10.5351	84.4
OG0000271_4rr_1.inclade1.ortho1.pos12	62	3.8818	78.0
OG0000272_1rr_1.inclade1.ortho1.pos12	63	7.6311	78.1
OG0000272_1rr_1.inclade2.ortho1.pos12	41	9.0461	78.2
OG0000274_1rr_1.inclade1.ortho2.pos12	25	3.4229	77.7
OG0000274_1rr_1.inclade2.ortho1.pos12	36	10.1018	85.7
OG0000274_1rr_1.inclade2.ortho2.pos12	50	12.5565	86.8
OG0000275_3rr_1.inclade1.ortho1.pos12	45	5.1428	80.1
OG0000275_3rr_1.inclade1.ortho3.pos12	48	12.3044	85.5
OG0000278_1rr_1.inclade2.ortho1.pos12	28	6.5507	78.8
OG0000282_2rr_1.inclade1.ortho1.pos12	42	3.0287	82.2
OG0000282_2rr_1.inclade2.ortho1.pos12	36	5.8371	81.8
OG0000283_1rr_1.inclade1.ortho1.pos12	69	14.9045	88.4
OG0000286_2rr_1.inclade1.ortho1.pos12	24	5.4096	82.5
OG0000286_2rr_1.inclade1.ortho2.pos12	64	7.7994	95.3
OG0000287_2rr_1.inclade1.ortho1.pos12	24	3.6005	78.8
OG0000289_2rr_1.inclade1.ortho1.pos12	32	16.6263	86.0
OG0000289_2rr_1.inclade1.ortho2.pos12	39	18.5430	85.9
OG0000291_2rr_2.inclade2.ortho1.pos12	45	11.5294	89.6
OG0000296_1rr_1.inclade1.ortho1.pos12	28	6.2159	94.6
OG0000296_1rr_1.inclade1.ortho2.pos12	42	3.5289	88.3
OG0000298_1rr_1.inclade1.ortho1.pos12	35	5.7946	87.3
OG0000298_1rr_1.inclade1.ortho2.pos12	26	7.0331	91.2
OG0000299_1rr_1.inclade1.ortho2.pos12	27	5.0169	88.8
OG0000300_1rr_1.inclade1.ortho1.pos12	57	11.1682	88.7
OG0000300_1rr_1.inclade1.ortho2.pos12	37	7.4002	81.5
OG0000301_1rr_1.inclade1.ortho1.pos12	64	9.3410	78.1
OG0000301_1rr_1.inclade2.ortho1.pos12	52	11.2219	76.4
OG0000301_3rr_1.inclade1.ortho1.pos12	47	9.6056	83.6
OG0000302_1rr_1.inclade1.ortho1.pos12	58	5.5778	88.5
OG0000302_1rr_1.inclade3.ortho1.pos12	23	6.1303	70.9
OG0000304_1rr_1.inclade1.ortho1.pos12	41	6.1183	86.7
OG0000304_2rr_2.inclade1.ortho1.pos12	40	8.2261	78.4
OG0000305_2rr_1.inclade1.ortho1.pos12	29	5.7708	79.0
OG0000305_3rr_1.inclade1.ortho1.pos12	58	8.7636	72.7
OG0000305_3rr_1.inclade1.ortho2.pos12	29	0.6704	79.7
OG0000305_3rr_1.inclade1.ortho3.pos12	45	2.0147	71.8
OG0000307_1rr_2.inclade1.ortho1.pos12	23	4.6476	83.8
OG0000307_1rr_2.inclade1.ortho2.pos12	22	5.0805	80.0
OG0000307_1rr_2.inclade1.ortho3.pos12	40	8.6908	83.5
OG0000308_1rr_2.unrooted-ortho.pos12	28	4.2930	79.6
OG0000308_1rr_3.inclade1.ortho1.pos12	32	14.6347	88.0
OG0000310_1rr_1.unrooted-ortho.pos12	38	6.5333	85.0
OG0000310_1rr_2.inclade2.ortho1.pos12	54	7.4974	85.9
OG0000314_2rr_1.inclade1.ortho1.pos12	48	8.3244	85.8
OG0000315_3rr_1.unrooted-ortho.pos12	28	5.1910	84.5
OG0000318_1rr_1.inclade2.ortho1.pos12	77	10.4679	84.7
OG0000323_1rr_1.inclade1.ortho1.pos12	39	2.7309	77.9
OG0000323_1rr_1.inclade1.ortho2.pos12	40	4.9271	84.9
OG0000328_1rr_2.inclade1.ortho2.pos12	26	2.7676	85.8
OG0000328_1rr_2.inclade1.ortho3.pos12	63	9.3689	91.2
OG0000331_2rr_2.inclade1.ortho1.pos12	52	10.9262	90.3
OG0000333_1rr_1.inclade2.ortho1.pos12	33	6.9305	80.1
OG0000340_1rr_1.inclade1.ortho1.pos12	22	2.1560	78.7
OG0000340_1rr_1.inclade1.ortho2.pos12	62	2.8615	83.6
OG0000340_1rr_1.inclade2.ortho1.pos12	34	2.6773	84.6
OG0000345_2rr_1.inclade1.ortho1.pos12	52	9.7944	86.2
OG0000345_2rr_1.inclade1.ortho2.pos12	22	5.7765	78.1
OG0000346_1rr_2.inclade1.ortho2.pos12	49	10.4952	85.0
OG0000352_2rr_1.inclade1.ortho1.pos12	33	8.9554	81.5
OG0000352_3rr_1.inclade1.ortho1.pos12	59	8.6462	85.0
OG0000352_3rr_1.inclade1.ortho2.pos12	58	4.4001	79.5
OG0000353_1rr_1.inclade1.ortho1.pos12	43	2.5602	81.3
OG0000353_1rr_1.inclade2.ortho1.pos12	49	3.9038	81.7
OG0000354_4rr_1.inclade1.ortho1.pos12	38	6.1411	92.1
OG0000355_1rr_1.inclade1.ortho1.pos12	59	12.0729	79.9
OG0000355_1rr_1.inclade1.ortho2.pos12	79	6.5774	86.6
OG0000357_1rr_1.inclade1.ortho1.pos12	48	8.4899	92.3
OG0000360_1rr_1.inclade1.ortho1.pos12	60	7.9117	87.1
OG0000360_1rr_1.inclade1.ortho2.pos12	28	4.5276	80.2
OG0000360_1rr_1.inclade1.ortho3.pos12	22	2.7675	88.8
OG0000360_1rr_1.inclade1.ortho4.pos12	34	5.9434	85.8
OG0000361_1rr_4.inclade1.ortho1.pos12	36	2.4869	76.9
OG0000362_2rr_1.inclade1.ortho1.pos12	54	8.4117	81.8
OG0000363_1rr_1.inclade1.ortho1.pos12	29	10.0576	84.2
OG0000368_1rr_1.inclade1.ortho1.pos12	62	12.2305	90.5
OG0000369_1rr_1.inclade1.ortho2.pos12	49	5.5083	89.1
OG0000371_2rr_1.inclade1.ortho1.pos12	44	3.4041	83.7
OG0000372_1rr_1.inclade1.ortho1.pos12	37	6.3433	85.8
OG0000375_1rr_1.inclade1.ortho1.pos12	52	3.4426	92.0
OG0000375_3rr_1.inclade1.ortho1.pos12	46	6.3047	88.3
OG0000377_1rr_1.inclade1.ortho1.pos12	23	3.2388	88.5
OG0000377_1rr_1.inclade1.ortho2.pos12	39	8.1092	90.7
OG0000379_1rr_1.inclade1.ortho1.pos12	52	0.3947	66.6
OG0000379_2rr_1.inclade1.ortho1.pos12	36	3.5561	73.2
OG0000379_3rr_1.inclade1.ortho1.pos12	70	2.4690	73.7
OG0000379_4rr_1.inclade1.ortho1.pos12	60	5.8861	76.2
OG0000382_1rr_1.inclade1.ortho1.pos12	21	2.5357	88.7
OG0000382_1rr_1.inclade1.ortho2.pos12	30	4.6745	77.3
OG0000382_1rr_1.inclade1.ortho4.pos12	31	2.8182	92.1
OG0000382_1rr_1.inclade1.ortho5.pos12	25	1.5890	75.8
OG0000383_2rr_1.inclade1.ortho1.pos12	52	5.7291	91.7
OG0000384_1rr_1.inclade1.ortho1.pos12	29	8.1062	82.7
OG0000385_2rr_1.inclade1.ortho1.pos12	50	9.9173	88.0
OG0000388_3rr_1.inclade1.ortho1.pos12	69	2.7349	83.8
OG0000389_2rr_1.inclade1.ortho1.pos12	22	3.0276	84.1
OG0000391_2rr_1.inclade1.ortho1.pos12	55	10.2514	86.2
OG0000391_3rr_1.inclade1.ortho1.pos12	56	17.7650	85.1
OG0000392_1rr_1.inclade1.ortho1.pos12	31	1.5778	86.6
OG0000392_1rr_1.inclade1.ortho2.pos12	33	3.3401	82.8
OG0000392_1rr_1.inclade2.ortho1.pos12	35	6.2701	77.8
OG0000392_1rr_1.inclade3.ortho1.pos12	40	5.4145	72.8
OG0000393_4rr_1.unrooted-ortho.pos12	31	7.4459	79.2
OG0000394_1rr_1.unrooted-ortho.pos12	37	8.7433	81.9
OG0000396_3rr_1.inclade1.ortho1.pos12	69	4.3109	83.8
OG0000397_1rr_1.inclade1.ortho1.pos12	29	4.7880	91.8
OG0000402_1rr_1.inclade1.ortho1.pos12	34	5.4708	77.1
